,0,1,2,3,4,5,6,7
31,Gwladys,8.0,France,Super séjour pour la saison de Noël,"Hôtel très bien situé, nous avons été surclassé nous étions donc dans le bâtiment principal ce qui est très appréciable, piscine au top rien à dire ! Très bel hôtel pour la saison de Noël, le bar avec la cheminée est très agréable.",Manque prises dans la chambre Décoration chambre vieillotte,Novembre 2022,Commentaire envoyé le 20 novembre 2022
32,Gwladys,9.0,France,Très beau séjour,"Proximité du parc, literie confortable, restaurant et bar de l'hôtel très agréable, parfait pour la saison de Noël !",Chambre vieillotte et manque de prises dans la chambre,Novembre 2022,Commentaire envoyé le 20 novembre 2022
33,Jerome,8.0,France,En famille,La proximité du parc,Chambre vieillotte,Novembre 2022,Commentaire envoyé le 19 novembre 2022
34,Celine,9.0,France,Fabuleux,l’ambiance très agréable et encore plus en cette saison et proximité du parc très appréciable ( possibilité de s’y rendre à pied),,Novembre 2022,Commentaire envoyé le 17 novembre 2022
35,Gwenaelle,7.0,France,Bien,Lits confortables Personnel très accueillant Décoration du hall immersif,"Hôtel un peu vieillot par rapport aux autres hôtels disney (ascenseurs, chambres)",Novembre 2022,Commentaire envoyé le 16 novembre 2022
36,Mag,8.0,France,Hotel disney  pas trop loin du parc,Le golden forest c est top  Le cadre de l hôtel  pas trop loin du parc,La chambre fait un peu vieillotte Manque de prises  Piscine pas assez chauffee,Novembre 2022,Commentaire envoyé le 16 novembre 2022
37,Delphine,9.0,Belgique,Parfait pour l'hiver,"Chambre spacieuse et très confortable. Piscine très agréable et cadre idyllique et dépaysant. Le personnel a été très accueillant et sympathique. L'hôtel était magnifique avec les décors de Noël, nous avons adoré.","Une seule prise dans la chambre prévue pour 4 personnes, ce qui fait un peu peu.",Novembre 2022,Commentaire envoyé le 15 novembre 2022
38,Emelyne,7.0,France,Parfait sauf la literie de l’hôtel à revoir.,"l’ambiance, la piscine , l’emplacement de notre Lodge et la vue.  Le restaurant de l’hôtel est super aussi à volonté et en cette période d’hivers propose de la raclette. Le petit déjeuner était parfait aussi! Et pour finir Le personnel est incroyable 👌🏻","La literie ! On sentait tout les ressort du matelas, le lendemain matin nous avions eu très mal au dos !",Novembre 2022,Commentaire envoyé le 15 novembre 2022
39,Danitza,8.0,Belgique,Agréable,"Le cadre, la grande cheminée, l’ambiance, le personnel.",Rien a dire.,Novembre 2022,Commentaire envoyé le 14 novembre 2022
40,Chloé,9.0,France,Fabuleux,"Emplacement, disponibilité du personnel",Manque de prises à proximité des tables de chevet,Novembre 2022,Commentaire envoyé le 11 novembre 2022
41,Romain,8.0,France,Très bien,"Proximité du parc, personnel et restaurant agréable",,Novembre 2022,Commentaire envoyé le 10 novembre 2022
42,Alexandra,8.0,Belgique,Très bien,La proximité du parc Disneyland.,L accès à la piscine ..  elle ferme à 22h... mais malgré tout c est trop tôt si on veut profiter du parc.  Il a été restaurer mais reste un peu vieillot.  Et malgré le golds forest les chambres ne sont pas différentes des autres.,Novembre 2022,Commentaire envoyé le 9 novembre 2022
43,Brigitte,8.0,France,Très bien,Hôtel proche du Parc,"Beaucoup trop de moucherons dans la chambre ... mais le nécessaire a été fait , mais pas suffisamment",Novembre 2022,Commentaire envoyé le 5 novembre 2022
44,David,9.0,France,Bon séjour,Hôtel disney la magie est la Les équipes sont toujours souriants a l'écoute.,Hotel commence à vieillir. Il aurait besoin d'une petite rénovation. Il manque des prises dans la chambre notamment pour recharger son téléphone.,Octobre 2022,Commentaire envoyé le 4 novembre 2022
45,Doline,8.0,Suisse,Très bien,L’hôtel est très beau.,"la douche pourrait être rénovée. Les joints de la douche étaient anciens. Il y avait une araignée sur sa toile quand nous sommes arrivés, toujours dans la salle de bain. Le buffet pourrait être plus grand le soir et plus varié.",Octobre 2022,Commentaire envoyé le 3 novembre 2022
46,Marion,9.0,France,Fabuleux,le personnel très agréable,"un peu trop chaud dans la chambre, dommage qu’on ne puisse pas ouvrir les fenêtres",Octobre 2022,Commentaire envoyé le 30 octobre 2022
47,Joëlle,8.0,Suisse,juste un petit ajustement,la tranquillité des petit bâtiment,la moquette du coup pour asthmatique pas top,Octobre 2022,Commentaire envoyé le 24 octobre 2022
48,Julien,7.0,France,Bien,Très pratique,"La piscine n'ouvre qu'à 15h, l'attente pour le check in, les matelas fatigués.",Octobre 2022,Commentaire envoyé le 18 octobre 2022
49,Thierry,9.0,Belgique,Séjour fabuleux et magique...!,"Etablissement très bien. Emplacement idéal, calme, confort, personnel au top, petit déjeuner varié et très bon, restaurant Hunter Grill (buffet à volonté) juste excellent... Vuvement la prochaine!",Rien,Octobre 2022,Commentaire envoyé le 17 octobre 2022
50,Carole,8.0,France,Très bien,"Très bon séjour à l'hôtel Sequoia Lodge. Emplacement idéal pour visiter les parcs Disney, au bord du lac du Disney Village. L'ambiance chalet très chaleureuse est particulièrement adaptée aux séjours hivernaux, même si elle est aussi très agréable en été. L'environnement très boisé et donc ombragé entre chaque bâtiment permet une jolie promenade et nous plonge dans l'environnement typique des parcs nationaux américains. La piscine assez calme en journée est un vrai plus.  Les chambres sont plutôt grandes et les lits confortables.","La décoration commence à dater un peu et l'hôtel mériterait un petit rafraichissement, mais il reste tout à fait correct et nous y avons passé un très bon séjour.",Septembre 2022,Commentaire envoyé le 17 octobre 2022
51,Aurelie,7.0,France,Très bon séjour en famille dans un endroit qui nous déconnecte de la vie citadine .,L emplacement à 10 min à pied du parc et surtout le lieu reposant. Sensation d être au milieu des bois dans un grand chalet cocooning .,Les chambres mérite d être rénové car un peu vieillotte .,Octobre 2022,Commentaire envoyé le 16 octobre 2022
52,Raphael,7.0,France,Bien,Emplacement et restauration très bien,Pas de prise pour charger les portables  Après on a trouvé une punaise de lit dans le sac à dos à notre retour dans le rer . Ma chérie a été piquée à 4 reprises jambes et bras.,Septembre 2022,Commentaire envoyé le 30 septembre 2022
53,Audrey,7.0,France,Bien,"la chambre était bien  , le petit dejeuner tres copieux et tres bien fourni.",le papier peint de la chambre et des couloirs qui se décollent c'est domage. j'ai voulu rajouter une nuit seche mais bien trop chere c'est domage,Septembre 2022,Commentaire envoyé le 30 septembre 2022
54,Fanny,9.0,France,Cadre magnifique au cœur de la nature,"Le cadre magnifique, la proximité avec les parcs, les services.",,Septembre 2022,Commentaire envoyé le 30 septembre 2022
55,Morgane,8.0,France,Très bien,"J'ai beaucoup aimé l ambiance, l acceuil, l environnement familial et la forêt. Le buffet a volonté est une pépite.","Je n'ai pas aimé la literie, ni l insonorisation. Un bébé pleurait dans la chambre d à côté, j'avais l'impression que c'était ma fille, tant on entendait tout.. Dommage",Septembre 2022,Commentaire envoyé le 28 septembre 2022
56,Armandbj,8.0,France,le luxe à deux pas des parcs,super chambre vue lac,dommage que la piscine soit fermée,Septembre 2022,Commentaire envoyé le 27 septembre 2022
57,Dominique,8.0,Belgique,Beau séjour chez Disney dans l’ensemble !,Bonne ambiance Disney ! Grande file d’attente au restaurant malgré une réservation !!,La literie pas top …..surtout le matelas ! Nous sommes très fan de Disney …….mais on se rend compte de la crise pour certaines prestations !! Dommage !!,Septembre 2022,Commentaire envoyé le 27 septembre 2022
58,Celine,8.0,France,hôtel pratique et agréable malgré un grand besoin de rénovation,proximité du parc Disneyland à pied,"besoin d’un rafraîchissement intérieur, tout est un peu vieillot et usé",Septembre 2022,Commentaire envoyé le 21 septembre 2022
59,Daniel,9.0,France,Fabuleux,Tout était impeccable,Le manque de prises électriques dans les chambres,Septembre 2022,Commentaire envoyé le 20 septembre 2022
60,Isabel,8.0,France,Génial sauf l’accueil a l’hôtel,La chambre est spacieuse et confortable  Le petit déjeuner est magnifique le buffet abondant et de qualité  Nous avons mangé le soir au buffet aussi bien que le petit déjeuner le personnel du restaurant est adorable service et très sympathique,L’accueil à la réception a été désagréable la personne qui y était a été mal aimable  La réservation était apparemment mal faite et cela arriverait souvent en passant par booking  j.ai déjà réservé cet hôtel deux fois par booking et ça n.a pas été le cas On devait nous donner le numéro des chambres avant 15 heures. A 19 h on avait toujours pas de chambre  Il a fallu réclamer et à la réception on nous a dit que c’etait l’ordinateur  Bon mauvais à l’accueil,Septembre 2022,Commentaire envoyé le 17 septembre 2022
61,Valentine,9.0,France,Fabuleux,Literie de qualité Chambre avec balcon  Piscine,Mégots sur la terrasse de la chambre,Septembre 2022,Commentaire envoyé le 14 septembre 2022
62,Sylvie,9.0,Belgique,Séjour au pays de Mickey,"La proximité du parc, le coconing au bar, la terrasse en bois. Le confort de la literie.","La pression du serveur au bar le soir qui poussait à la consommation,  coupait les conversations. Trop trop peu de prise dans la chambre.",Septembre 2022,Commentaire envoyé le 5 septembre 2022
63,Solène,9.0,France,Fabuleux,Très bon rapport qualité/prix. La literie est bonne et la chambre calme. Les locaux sont propres et le personnel souriant et soucieux de rendre service.,"Manque de prise électrique, il faut pensez à prendre une multiprise car il n’y a qu’une seule prise qui n’est pas à côté du lit.",Juillet 2022,Commentaire envoyé le 4 août 2022
64,Beatrice,9.0,France,super séjour,l ambiance chaleureuse la propreté  le piscine est géniale,,Juillet 2022,Commentaire envoyé le 1 août 2022
65,Stephanie,9.0,Belgique,trés bel hotel dans ambiance dépaysante,"décoration chambre et hotel, accès piscine, restaurant dans l'établissement",lits trop durs et trop étroits,Juillet 2022,Commentaire envoyé le 27 juillet 2022
66,Hardy_hugues,9.0,Belgique,Très beau séjour,"L'atmosphère, le décor et la nourriture",,Juillet 2022,Commentaire envoyé le 20 juillet 2022
67,Betty,9.0,France,Magique,Hôtel que nous connaissons bien qui a un décor super et dont la chambre est très confortable ! Cast membres a la réception très sympathique. Séjour merveilleux. Hôtel proche du Parc (10 min à pieds),Problème à la bagagerie. Organisation a revoir car quelqu'un est parti avec notre valise (plus de peur que de mal) et le cast member a certainement mal rangé les valises,Juillet 2022,Commentaire envoyé le 18 juillet 2022
68,Mona,8.0,Suisse,Très bien,La piscine mais dommage qu'elle n'était pas ouverte pour l'extérieur et qu'elle œuvrait qu'à 15h.,,Juin 2022,Commentaire envoyé le 16 juillet 2022
69,Yann,8.0,,Très bien,,"Une attention avait été demandée pour la chambre 3221 à l'occasion d'un anniversaire mais il faut payer pour avoir une attention particulière.  La chambre 3223 avait un grand manque au niveau nettoyage (objets retrouvés à terre : élastique, pince à cheveux) et la machine à café a utilisé 2 crédit pour ne rien avoir au matin.",Juillet 2022,Commentaire envoyé le 13 juillet 2022
70,Valérie,7.0,France,Bien,Top le petit dej.,RAS,Juin 2022,Commentaire envoyé le 11 juillet 2022
71,Martine,8.0,Suisse,Très bien,"La location, la chambre, l'organisation du petit dejeuner",Le fait que la piscine etait fermee et que je ne sais pas que l'on pouvait profiter de celle du Newport.,Avril 2022,Commentaire envoyé le 28 juin 2022
72,Celine,8.0,France,Très bien,"la proximité du parc, personnel au top",climatisation qui ne fonctionne pas,Juin 2022,Commentaire envoyé le 15 juin 2022
73,Stéphanie,9.0,Belgique,Fabuleux,L'hôtel et le lieu,Rien,Juin 2022,Commentaire envoyé le 13 juin 2022
74,Oliki98,8.0,France,Excellent sejour dans un cadre Disney,Chambre confortable avec une petite salle de bain,Rien,Juin 2022,Commentaire envoyé le 12 juin 2022
75,Yves,9.0,Belgique,Très agréable dans l'ensemble,"Situation à proximité du parc, ambiance",Aucune possibilité de gérer la température dans les chambres et les fenêtres sont condamné. La seul fenêtre qui peut s'ouvrir ne laisse pas passer suffisamment d'air par forte chaleur peut-être que le confort peut se faire moindre,Mai 2022,Commentaire envoyé le 5 juin 2022
76,Elodie,9.0,France,Très bien,"Très bon Accueil , boisson chaude offerte 😊  lit très confortable","Insonorisation couloir, plus un petit bruit de ventilation toute la nuit",Juin 2022,Commentaire envoyé le 2 juin 2022
77,Elody,7.0,France,Bien,La décoration et le personnel adorable,Les équipements des chambres...peu de prises et mal placées... pour une famille qui a plusieurs téléphones portables c est compliqué...les restaurants de l hôtel sont très bons mais malheureusement il y faisait beaucoup trop chaud 😢et surtout malgré une réservation il y avait 30 min d attente...,Mai 2022,Commentaire envoyé le 1 juin 2022
78,Paolo,7.0,France,"Simple, efficace et rapide.","Chambre agréable, confortable, propre et spacieuse, le personnel étaient efficaces, l'établissement est bien placé et le thème est bien respecter, le service bagagerie est un atout.","Chambre vieillissante, très peu de prises électriques, la prise du téléphone est défectueuse, ce qui est dangereux pour les enfants. Bref un besoin de rafraichissement.",Mai 2022,Commentaire envoyé le 26 mai 2022
79,Camille,8.0,France,Très bien,Le petit déjeuner et le repas du soir  L'amabilite de certain personelle Cafe offert avec le magic pass,"Manque de prise dans les chambres  Pression de l'eau de la douche très faible  Piscine en traveaux non précisé  Aire de jeux pour les enfants, manque de jeu",Mai 2022,Commentaire envoyé le 25 mai 2022
80,Sébastien,8.0,Belgique,Très bien,Rapport qualité prix parfait. Très bon choix pour les familles.,Baignoire trop petite,Mai 2022,Commentaire envoyé le 24 mai 2022
81,Danielle,8.0,France,Parfait très bon week-end,Pas de petit-déjeuner pris dans l'établissement car trop cher. Quand à la situation très bien pour l'accès aux  Parcs Disney environ 1/4 d'heure à pieds.,,Mai 2022,Commentaire envoyé le 23 mai 2022
82,Benjamin,7.0,France,Cadre et emplacement au top,"L'emplacement, le cadre, la literie, le petit déjeuner",La salle de bain: pas ou peu de pression à la douche Manque d'opacité des rideaux.,Mai 2022,Commentaire envoyé le 22 mai 2022
83,Thierry,9.0,Belgique,Séjour magique!,Très bien comme d'habitude et petit déjeuner varié et copieux... Chambre et lit très confortable!,"Chambre à moderniser (douche, télévision, prise de courant, ...)",Mai 2022,Commentaire envoyé le 21 mai 2022
84,Justine,9.0,France,Fabuleux,"la proximité avec les parcs et Disney village. le style canadien, très arboré. le calme","chambre double pour un seul couple (gaspillage, et moins écolo.",Mai 2022,Commentaire envoyé le 20 mai 2022
85,Nicolas,8.0,France,très bon hôtel Disney,l’emplacement et sa thématique. très bon petit déjeuner,"1 seule prise de courant qui fonctionne dans la chambre, absence de brosse wc",Mai 2022,Commentaire envoyé le 18 mai 2022
86,Cecilia,9.0,France,Fabuleux,"Personnel, chambre, lit confortable, le réveil avec la vue des arbres, décorations, fleurs","Machines à café caché et seulement 2 près de la réception, il faudrait en mettre dans chaque bâtiment comme la glace.",Mai 2022,Commentaire envoyé le 8 mai 2022
87,Carole,9.0,France,Fabuleux,L'accueil,La difficulté pour se repérer dans l'hôtel,Mai 2022,Commentaire envoyé le 7 mai 2022
88,Fred,8.0,France,Très bien,,Le prix très élevé a une semaine d'intervalle.... Prise de courant non fonctionnelle,Avril 2022,Commentaire envoyé le 5 mai 2022
89,David,9.0,France,Séjour sympa dans un hôtel Disney proche du parc.,"Etablissement avec une belle identité, des parties communes avec un thème sympa. Personnel serviable et disponible",Les chambres mériteraient un coup de neuf et de modernité. Pas suffisamment de prise pour brancher téléphones etc...,Mars 2022,Commentaire envoyé le 3 mai 2022
90,Petoud,8.0,Suisse,Très bien,"Très belle chambre, agréable et calme. Personnel très gentil et professionnel. Localisation idéale près du parc.",la chambre était froide malgré le chauffage. Pas pu ouvrir les fenêtres à cause des travaux.,Mars 2022,Commentaire envoyé le 2 mai 2022
91,Syltec,8.0,France,Séjour familial...............,Près du parc belle promenade....................................,Chambre situé côté lingerie les camions à 7h00 du matin/ prise de courants ne fonctionne pas pour le prix.......,Avril 2022,Commentaire envoyé le 2 mai 2022
92,Martine,7.0,France,nous y retournerons avec plaisir en espérant avoir la vue sur le lac ….,le cadre  la proximité avec le Park les petites attentions à notre arrivée  le personnel au top,déçu de la vue sur les arbres au lieu de la vue sur le lac alors que nous avions payé un supplément,Avril 2022,Commentaire envoyé le 2 mai 2022
93,Nathalie,7.0,La Réunion,toujours un plaisir de séjourner ici malgré quelques petits désagréments,l’architecture bois et pierres,le restaurant  personnel débordé dommage car la nourriture était bonne,Avril 2022,Commentaire envoyé le 22 avril 2022
94,Christian,8.0,France,Très bien,Le cadre,Literie,Mars 2022,Commentaire envoyé le 21 avril 2022
95,Romain,9.0,France,Sejour excellent et magique en famile,Nous avons tout aimé comme à chaque fois avec les hôtels disney. La proximité avec les parcs et le disney village est excellente.,,Mars 2022,Commentaire envoyé le 20 avril 2022
96,Cindy,9.0,France,Joli petit séjour en famille,"Confortable, grande chambre, hôtel très joli et propre","Une déco plus poussée,",Mars 2022,Commentaire envoyé le 18 avril 2022
97,Muriel,9.0,France,Fabuleux,"Malgré avoir réservé une chambre standard j'ai été logé dans le bâtiment central  en général c'est plutôt dans les Lodges, proche de la réception donc inutile de prendre l'ascenceur et dans une aile très calme","Rien à redire tout à été apprécié, hôtel sympa reposant encore authentique car pas re-thématisé",Avril 2022,Commentaire envoyé le 14 avril 2022
98,Florian,7.0,France,bon hôtel mauvais rapport qualité prix,la propreté et le look,la vue n’était pas présente,Février 2022,Commentaire envoyé le 10 avril 2022
99,Rose,7.0,France,Agréable,J ai tout aimé sauf que nous étions pas dans le bâtiment principal,L emplacement,Mars 2022,Commentaire envoyé le 10 avril 2022
100,Coralie,9.0,France,Fabuleux,Personnels de l'établissement très très agréables. Petit déjeuner copieux.,,Mars 2022,Commentaire envoyé le 7 avril 2022
101,Estelle,8.0,Belgique,Très bien,"Le décor , l’ambiance",,Mars 2022,Commentaire envoyé le 5 avril 2022
102,Stephane,7.0,France,Bien,"La réception,  le bar",Les chambres ont besoin d'un coup de neuf,Mars 2022,Commentaire envoyé le 5 avril 2022
103,Daniel,8.0,Belgique,Très bien,Proximté des parcs Disney. Ambiance chaleureuse quand la météo est maussade.,Distributeur de boisson chaude en panne à tous les étages. Drap de lit troué avec des cigarettes...,Mars 2022,Commentaire envoyé le 5 avril 2022
104,Laurie-anne,7.0,France,Des parties communes agréable permettant un sejour dépaysant mais décevant quant à la qualité de la chambre.,L’emplacement par rapport au parc et l’environnement au milieu des arbres sont super.,"Les équipements sont vieillissants et la chambre manquait de propreté avec une odeur d’urine dans la salle de bain et un problème d’écoulement de l’eau dans le lavabo. Le spot allumé dans le parc toute la nuit faisant également beaucoup de lumière, nous empêchant de dormir.",Mars 2022,Commentaire envoyé le 3 avril 2022
105,Frederique,8.0,France,Séjour convenable,"Petit déjeuner très copieux, un peu cher","Salle de bain très vieillotte, peinture qui se décolle, baignoire impossible à vider. Manque plateau de courtoisie dans la chambre.",Avril 2022,Commentaire envoyé le 3 avril 2022
106,Alexandre,8.0,France,Très bien,"L'environnement, l'hébergement et le personnel.","La principale difficulté a été l'absence d'ascenseur dans le lotissement (chambre au 1er étage) avec la poussette, surtout pour un enfant de 2 ans.",Mars 2022,Commentaire envoyé le 1 avril 2022
107,Joshke,8.0,Belgique,Super !,Le Golden Forest Club pour le confort du petit déjeuner,Manque de prises de courant en chambre,Mars 2022,Commentaire envoyé le 31 mars 2022
108,Anne,8.0,France,"l'environemment, les grands arbres, un vrai depaysement","cet hotel a un emplacement parfait, 5mn pour aller au Parc, en navette,  nous sommes rentrées la nuit par un chemin a partir de Disney Village en 10 mn contournant le lac. Le petit déjeuner est fabuleux, un choix que j'ai rarement vu !Nous avons diné au restaurant de l'hotel,un buffet absolument délicieux et trés bien fourni offrant des plats trés variés et de qualité. Le service que ce soit au restaurant ou le petit déjeuner est excellent.","La déco des chambres et des couloirs est vieillissante, mais il semble que l'hotel ait commencé sa renovation.",Mars 2022,Commentaire envoyé le 30 mars 2022
109,Helene,7.0,France,Hôtel un peu vieillissant,Le calme et le confort de la chambre,Les échafaudages devant la fenêtre,Mars 2022,Commentaire envoyé le 30 mars 2022
110,Virginie,7.0,France,Simple et efficace,"L'emplacement est top proche du parc, l'accueil du personnel est souriant agréable  Les pins sur le parking donne un côté dépaysant on se croirait en forêt",Chambre très simple pas grand chose à dire mais j'aurai aimé une bouteille d'eau au moins dans la chambre pour 240euros la nuit il n y a pas de mini bar ou machine à café dans la chambre.  C'est ce qui m'a le plus manqué,Mars 2022,Commentaire envoyé le 29 mars 2022
111,Fanny,8.0,France,"Le cadre est exceptionnel mais au vu du budget donner sur l’ensemble du Resort tout au long de la journée, la qualité de","Le cadre, la literie",Absence de bouteille d’eau et de gel douche. Mauvaise état des salles de bain,Mars 2022,Commentaire envoyé le 29 mars 2022
112,Dinant,8.0,Belgique,Très bien,Tout le reste.,"Manque de prise de courant près du lit. Ayant un appareil respiratoire pour la nuit, nous avons du demander une allongé que nous avons brancher de l'autre côté de la chambre.",Mars 2022,Commentaire envoyé le 28 mars 2022
113,Nathalie,8.0,Belgique,Très bien,,La baignoire pour prendre une douche. Pas facile,Mars 2022,Commentaire envoyé le 27 mars 2022
114,Isaline,9.0,France,Bon,"Chambre, accueil, personnel, decors","Manque de prise électrique à proximité lit, bouteille entamée sous un lit",Mars 2022,Commentaire envoyé le 27 mars 2022
115,Fabienne,8.0,France,Très bien,Propreté,"Vue sur cour et livraison de linge, pas de bouteille d'eau dans la chambre",Mars 2022,Commentaire envoyé le 27 mars 2022
