,0,1,2,3,4,5,6,7
30,Alexandra,8.0,France,Très bien,"Emplacement, le personnel à l'écoute restaurant proche",Literie inconfortable,Décembre 2022,Commentaire envoyé le 1 janvier 2023
31,Julien,9.0,France,"Très court, mais un très bon moment","Le propreté des lieux, de la chambre, le personnel très serviable et souriant","Nous sommes arrivés tardivement et partis tôt le lendemain, donc peu d'élément pour une critique négative",Décembre 2022,Commentaire envoyé le 30 décembre 2022
32,Johanie,8.0,Belgique,Séjour agréable ambiance noël,"L'accueil chaleureux, la propreté, le confort de la literie, la proximité aux parcs, les décorations de Noël Nous y reviendrons encore et encore comme souvent","Mauvaise insonorisation entre les chambres, petit déjeuner très cher  Nous avions fait une demande pour nos 1an mais nous n'avions rien eu",Décembre 2022,Commentaire envoyé le 23 décembre 2022
33,Sandrine,7.0,France,Bien,tops,,Novembre 2022,Commentaire envoyé le 21 décembre 2022
34,Carmen,8.0,France,Très bien,Tout s'est tres bien passé.  Onéreux pour un hôtel vieillissant  Menage et entretien eut mieux faire,Rien,Novembre 2022,Commentaire envoyé le 16 décembre 2022
35,Elisabeth,9.0,France,Magique,La décoration pour les enfants,Le monde au restaurant,Décembre 2022,Commentaire envoyé le 15 décembre 2022
36,Valérie,7.0,France,Bien,Bien dans l'ensemble,,Décembre 2022,Commentaire envoyé le 14 décembre 2022
37,Jennifer,7.0,France,Très bien organisé mais pas confort,Tout sauf la literie et problème d'évacuation dans la salle de bain,"Literie, oreiller, evacuation a salle de bain et manque de bosse pour les toilettes",Décembre 2022,Commentaire envoyé le 13 décembre 2022
38,Pascale,9.0,France,parfait,le confort de la chambre avec le rapport qualité prix,son emplacement ce mois ci  car nous venons depuis 6 /7 mois tout les mois  l’immeuble 55 est beaucoup trop loin du parc avec ma petite fille de 3 ans,Décembre 2022,Commentaire envoyé le 10 décembre 2022
39,Patrick,8.0,France,"parfait pour un noël familial avec un design ""CARS"" très bien fait....","decors ""CARS"" très sympathiques , ambiance familiale , calme ,personnel disponible...","salle de petit déjeuner assez bruyante , mauvaise répartition du buffet petit déjeuner (un seul à un bout d'une immense salle.....)",Décembre 2022,Commentaire envoyé le 9 décembre 2022
40,Vanessa,8.0,France,Très bien,propre  proche Disney,,Décembre 2022,Commentaire envoyé le 8 décembre 2022
41,Christelle,7.0,France,Bien  mais reste cher,"Très bon accueil à l'hôtel. Le personnel a été disponible et très aimable. Le cheminement depuis le parc est très bien indiqué, éclairé et sécurisé.","La nuit d'hôtel est vraiment cher par rapport à la qualité des équipements. Malgré la décoration, les equipement de la chambre reste simples.",Décembre 2022,Commentaire envoyé le 3 décembre 2022
42,Stephanie,9.0,France,un bon petit hôtel,l’emplacement,les prix,Novembre 2022,Commentaire envoyé le 1 décembre 2022
43,Arielle,9.0,France,Agréable,Hôtel bien placé possibilité d accèder à pied aux parcs Disney 10 minutes,,Novembre 2022,Commentaire envoyé le 29 novembre 2022
44,Sébastien,8.0,France,Très bien,"- La proximité avec le Disney Village et donc le parc (à environ 10 minutes à pied). - Le fait qu'on soit tout de suite mis dans l'ambiance dès l'entrée du parking. - La décoration de l'hôtel et de la chambre, totalement raccord et sans aucune fausse note.",La couette qui aurait mérité d'être un peu plus grande.,Novembre 2022,Commentaire envoyé le 16 novembre 2022
45,Johnatan,7.0,France,Bien,Confort,Prix,Novembre 2022,Commentaire envoyé le 13 novembre 2022
46,Gauthier,8.0,France,Très bien,La situation près du parc Disneyland,,Novembre 2022,Commentaire envoyé le 13 novembre 2022
47,Alain,9.0,Belgique,Fabuleux,La proximité du parc qu'il est possible de rejoindre à pied en quelques minutes.,,Novembre 2022,Commentaire envoyé le 11 novembre 2022
48,Delphine,7.0,Belgique,Bien,,Courant d'air,Novembre 2022,Commentaire envoyé le 9 novembre 2022
49,Valentin,8.0,France,Très bien,Ambiance Disney,PDJ,Novembre 2022,Commentaire envoyé le 9 novembre 2022
50,Émilie,7.0,Suisse,Proche du parc mais mériterait un sacré coup de neuf,"Le thème cars, la chambre était très propre et les locaux sentaient bon, la proximité du parc et la gentillesse du personnel","La réception n'est pas très belle, l'établissement et les chambres font très vieillots, il faisait extrêmement chaud dans la chambre, la literie n'était pas confortable et nous entendions absolument tout ce qu'il se passait dans les couloirs et chez nos voisins",Novembre 2022,Commentaire envoyé le 7 novembre 2022
51,Larebelle,8.0,France,"Excellent séjour, chambre calme (nous étions au 3 étage avec ascenseur).",Organisation de l'accueil : rapide et efficace. Sourire et gentillesse des CM.,Le service de bagagerie : rapide. Les navettes régulières et propres.,Novembre 2022,Commentaire envoyé le 2 novembre 2022
52,Nadine,8.0,France,Bon séjour,L emplacement par rapport aux parcs Navette fréquente Personnel aimable et serviable Propre,Le matelas un peu mou,Novembre 2022,Commentaire envoyé le 1 novembre 2022
53,Claire,8.0,France,"hôtel proche de Disney, avec des services dignes de Disney","les décors , la proximité, les navettes, le restaurant très bon",la chambre un peu vieillotte,Octobre 2022,Commentaire envoyé le 29 octobre 2022
54,Afdrien,9.0,Belgique,Fabuleux,Le style route 66 (et d'avoir reçu le badge des 30 ans 😁),"Je trouve dommage qu'il ne soit pas plus explicitement, expliqué/cité le principe des 4 crédits boissons par jour (qui sont excellentes d'ailleurs 😋👍)",Octobre 2022,Commentaire envoyé le 20 octobre 2022
55,Ingrid,9.0,France,"Parfait, très bon emplacement géographique.","Emplacement proche du parc, propreté, taille de la chambre, restaurant buffet la cantina très agréable, le personnel est très sympathique souriant et agréable, le point photo le soir à coté de la réception, la déco est vraiment jolie.","Salle de bain à améliorer dommage que ce soit un rideau du type hôtel formule 1, taille des lits doubles un peu petite.",Octobre 2022,Commentaire envoyé le 16 octobre 2022
56,Aurélie,8.0,France,Bon séjour dans l'ensemble,"Avoir un hôtel, à côté du parc pour deux nuit consécutive, et ne pas avoir à prendre la voiture ou les transports.","Pour L'hôtel, je trouve les chambres assez petite pour la prestation demandé. C'est une prestation un peu trop chère à mon goût car il n'y a même pas de bouilloire pour se faire une boisson chaude le soir ou le matin, pas de petit déjeuner compris dans le tarif, contrairement aux hôtel prestataires qui propose un prix beaucoup plus abordable avec en plus un plateau bouilloire et petit déjeuner compris dans le tarif !",Octobre 2022,Commentaire envoyé le 14 octobre 2022
57,Stephanie,7.0,France,Bon hôtel si petit budget. Nous l’avons testé pour le thème Cars pas déçu pour la déco mais déçu de la propreté et du br,La décoration sur le thème de Cars et Halloween.,"Forte odeur de bactérie et d’humidité dans la chambre de notre arrivée à notre départ malgré la fenêtre ouverte. Rideaux de douche très sale dans la baignoire. A minuit retour du voisinage dans l’hôtel, on entend tout, les murs sont vraiment pas épais.",Octobre 2022,Commentaire envoyé le 12 octobre 2022
58,Sylviedu16,8.0,France,Bon séjour,"Je tiens à souligner l'amabilité de tout le personnel de l'hôtel, que ce soit à la réception, à l'accueil ainsi que les femmes de ménage, tous sont extrêmement courtois et font leur maximum pour satisfaire la clientèle. J'ai bien apprécié de pouvoir stationner juste devant le bâtiment où se trouvait ma chambre. Pour aller au parc, il y a la navette gratuite ou sinon un chemin piétonnier très agréable par jour de beau temps.",,Octobre 2022,Commentaire envoyé le 12 octobre 2022
59,Jean-paul,9.0,Belgique,Parfait !,"Personnel au top (aimable, très professionnel, attentionné, ...) ! Merci pour le surclassement et pour le petit-déjeuner cadeau.",Rien.,Octobre 2022,Commentaire envoyé le 11 octobre 2022
60,Sophie,9.0,France,Presque parfait,Hôtel très bien situé personnel très accueillant et serviable chambre propres suffisamment équipées manque un peu de chauffage à cette période où il fait 9degres le matin ....mais à part la fraîcheur dans la chambre le rapport qualité prix est très bon.,Un peu trop frais dans la chambre manque du chauffage au moins quels heures en fin de journée ou le matin,Octobre 2022,Commentaire envoyé le 11 octobre 2022
61,Maxime,8.0,Belgique,Mais on a passer bon week-end,Personnelle très sympathique,Le rideau de douche qui colle quand on ce lave,Octobre 2022,Commentaire envoyé le 7 octobre 2022
62,Magali,7.0,France,Voir les étoiles dans les yeux de notre fille en voyant tous cet univers cars,La décoration géniale pour notre fille fan de cars  Et l’emplacement idéal avec le petit chemin qui mène à Disney village,Les toilettes bouchées,Octobre 2022,Commentaire envoyé le 6 octobre 2022
63,Cameronfra,8.0,France,Très agréable,Accueil du Cast Member lors de notre arrivée excellente (Vincent). Chambre confortable très propre,"Manque de réactivité du personnel:  Fuite d'eau importante dans la salle de bain (ca peut arriver). Mais une fois appellé la reception pour signaler le problème et qui nous a informé qu'elle envoyait quelqu'un à notre chambre pour réparer la fuite, nous avons attendu plus d'une heure en vain. Au final nous avons rappelé la reception pour abandonner l'idée du technicien et nous nous sommes improvisés plombiers à 23h passé.. Assez suprenant et décevant, surtout pour le prix payé.",Octobre 2022,Commentaire envoyé le 5 octobre 2022
64,Louis,8.0,France,Immersif mais vieillissant,"Personnel compétent, meilleur rapport qualité-prix pour les hôtels Disney, le thème de l’hôtel sur le film d’animation Cars","Le lit en bois n’est pas fixé au mur et fais beaucoup de bruit au moindre mouvement, insonorisation pas au top, propreté de la salle de bain (cheveux dans la baignoire à notre arrivée)",Octobre 2022,Commentaire envoyé le 3 octobre 2022
65,Arthur,7.0,France,hôtel parfait pour une nuit seul et deux jours parcs . hôtel bof mais le personnel rattrape le reste :),le personnel parfait ainsi que l’emplacement proche des parcs et facile d’accès avec le parking . ainsi que le starbucks dans l’hôtel . Lits confortables . chambre propre,pas de café ni de mini bar en chambre . chambre trop éloignée de la réception . eau pas assez chaude dans la douche . salle de bain vieille . partie commune du bâtiments (escaliers) sales et vieux genre hôpital . hôtel pas très magique pour un disney,Septembre 2022,Commentaire envoyé le 30 septembre 2022
66,Kriiiscb,7.0,Belgique,"Séjour trop court mais agréable en famille, les enfants ont hate de revenir sur la route 66..","La thématisation du complexe, le personnel toujours au top. la décoration des chambres bien raccord avec le thème général de l'hotel et des attentions qui font plaisir.","Le point le plus négatif sera le confort, litterie à revoir (matelas) et manque d'oreillers. Ok, nous sommes sur l'hotel le moins prestigieux de DLP mais... le prix à la nuit est aussi haut qu'un hotel de gamme supérieure (non disney dans la zone) il y a donc un effort à faire pour avoir les prestations de son prix.",Septembre 2022,Commentaire envoyé le 28 septembre 2022
67,Elodie,8.0,France,Très bien,"proximité avec le parc, les parkings devant les bâtiments",isolation sonore a revoir,Septembre 2022,Commentaire envoyé le 25 septembre 2022
68,Cassandra,7.0,France,Sejour à Disney,"Pas loin du parc, systeme de navette au top, le personnel est très gentil, le decors est sympa","30 min de queue pour prendre un petit dejeuner, 21€ ce petit dej alors que la chambre coûte déjà 270€, soucis avec la chambre qui a été donné à quelqu'un d'autre alors que nous avions nos affaires dedans",Septembre 2022,Commentaire envoyé le 12 septembre 2022
69,Victoria,8.0,France,Très bien,"L’emplacement, la thématique cars","Propreté un peu juste, une fenêtre qui ne se verrouillait pas, salle de bain qui mériterait un rafraîchissement",Août 2022,Commentaire envoyé le 29 août 2022
70,David,7.0,France,Première fois dans cet hôtel. Correct sans plus. Le thème Cars est sympa.,"Le style et la déco de l'hôtel, de l'accueil, avec la déco Cars et Route 66. Pas trop loin du parc (15 minutes quand même). Le calme. Conforme aux attentes.",Les chambres petites et sans clim. Pas de piscine.,Juin 2022,Commentaire envoyé le 23 août 2022
71,Alexia,8.0,France,Trop bien,J’ai bien aimé l’ambiance de la chambre,Dommage que le petit déjeuner n’est pas inclus dans le prix,Août 2022,Commentaire envoyé le 6 août 2022
72,Romain,8.0,France,Très bien,,"propreté , rapidité d’accueil , proximité avec le parc",Août 2022,Commentaire envoyé le 3 août 2022
73,Maurine,9.0,France,Fabuleux,La gentillesse du personnel,La fenêtre ne s'ouvrait pas en grand,Juin 2022,Commentaire envoyé le 1 août 2022
74,Jessica,7.0,France,Bien,L'emplacement. Pas loin de disney navette.  Le personnel est au top,"Il faisait chaud dans la chambre une clim serait de rigueur.  La propreté n'était pas au top de la poussiere et de la salete dans les coins, sous les petites tables ou se trouve le téléphone et le prix est exessif pour une nuit.",Juillet 2022,Commentaire envoyé le 21 juillet 2022
75,Kathelyne,7.0,Belgique,"cote rivière , top et belle grande chambre. propre. rapport qualité prix respecté 😀",la proximité vers le parc et la magie Disney des l entrée,airco est manquant mais ventilateur plafond donc ça allait,Juin 2022,Commentaire envoyé le 16 juillet 2022
76,Gwendy,8.0,France,Très bien,,Que en dehors des boissons chaudes nous n'avons pas accès à des boissons fraîches avec les cartes de chambres,Juin 2022,Commentaire envoyé le 16 juillet 2022
77,Solène,8.0,France,Très bon séjour dans ce bel hôtel Santa Fe !,"L'hôtel est très mignon, de l'extérieur comme de l'intérieur, étalé sur plusieurs petits bâtiments. Accueil très sympathique et professionnel à la réception. Nous sommes arrivées tôt, avant que la chambre ne soit prête, mais grâce aux Magic Pass que l'on nous a donnés et qui s'activent une fois que la chambre est faite, nous avons pu poser nos affaires à la bagagerie puis profiter des parcs et accéder à notre chambre le soir.  Les chambres sont jolies dans le style des films ""Cars"", spacieuses, calmes et douillettes, la literie est très confortable, la salle de bains est grande et fonctionnelle.",Dans la salle de bains il manque la présence d'une brosse WC qui peut toujours s'avérer utile.,Juillet 2022,Commentaire envoyé le 11 juillet 2022
78,Dominique,9.0,France,Fabuleux,"Organisation, la fluidité dans la gestion des files d'attente bonne fréquence des bus navettes",,Juillet 2022,Commentaire envoyé le 2 juillet 2022
79,Isabelle,7.0,France,Bien,,"300€ la nuit sans le petit déjeuner,  dans une chambre basique, qu'est-ce qui justifie ce prix ?",Juillet 2022,Commentaire envoyé le 2 juillet 2022
80,Merard,7.0,France,Bien,Navettes et proximité du parc.,Pas de climatisation.,Juin 2022,Commentaire envoyé le 21 juin 2022
81,Yann,8.0,France,Bon séjour malgré quelques petits couac a l accueil et le prix.,"Chambre spacieuse. Fraîche malgré la chaleur. Calme, machine à café à disposition, magasin proche, proche du parc et des autres hôtels. Literie très confortable.","Le petit déjeuner un peu décevant pour le prix. On a pas rencontré de personnages Disney dans l hôtel, le réceptionniste et l agent de sécurité a l arrivée pas très avenant , on nous a tout juste calculé. Hôtel trop cher malgré sa, proximité.",Juin 2022,Commentaire envoyé le 16 juin 2022
82,Fanny,9.0,France,"Cadre magnifique, la literie hyper confortable petit bémol sur le pommeau de douche qui ne tenais pas",Le cadre,,Juin 2022,Commentaire envoyé le 13 juin 2022
83,Sylvie,8.0,France,Sympathique,Navettes gratuites top! Chambre sympa ! Personnel accueillant et réactif !! Bravo !,Prix élevé mais sans surprise car à Disney tout est très cher !,Juin 2022,Commentaire envoyé le 12 juin 2022
84,Grégory,8.0,Belgique,"Bon séjour, merci.","Comme toujours la chambre est assez simple mais très fonctionnelle.  Le rapport qualité-prix est au rendez-vous, on dort bien, le lit est confortable. L'hôtel est à 15 minutes à pied de Disney Village ça c'est vraiment chouette. Le personnel est toujours très sympathique c'est très plaisant.","Pas de climatisation dans la chambre. Les oreillers sont trop mous, étant habitué aux oreillers à mémoire de forme j'ai du mal.",Mai 2022,Commentaire envoyé le 9 juin 2022
85,Perdriel,9.0,France,Fabuleux,Le décor de la chambre et l'accueil,,Juin 2022,Commentaire envoyé le 8 juin 2022
86,Celine,9.0,France,Fabuleux,"Le cadre de l hotel boutique, et le faite que nous puissions voir des personnages disney et le restaurant cantina vraiment génial et le personnel également !! Magnifique week-end en famille  merci !!",La propreté des chambres dommage et matelas vraiment trop dur.,Juin 2022,Commentaire envoyé le 5 juin 2022
87,Isabelle,8.0,France,Très bien,Le décor  L'ambiance  La proximité du parc,L'e restaurant ferme un peu trop tôt,Juin 2022,Commentaire envoyé le 4 juin 2022
88,Kevin,8.0,France,très bon séjour,"Chambre très bien décorée, proche du parc Disney, 10mn à pied de Disney village ou navettes régulières.  Petit déjeuner copieux avec beaucoup de choix.",Pas de personnages Disney au petit déjeuner.,Mai 2022,Commentaire envoyé le 27 mai 2022
89,Heurgué,7.0,France,sympa mais rénovation à faire,la proximité et les avantages avec le parc Disney,hôtel ayant besoin d’un bon rafraîchissement,Mai 2022,Commentaire envoyé le 25 mai 2022
90,Hecht,7.0,France,Bien,"Pas de petit-déjeuner,  est trop cher (24€/pers)","Pas de petit-déjeuner,  est trop cher (24€/pers)",Mai 2022,Commentaire envoyé le 19 mai 2022
91,Yvan,9.0,France,Fabuleux,Confortable personnel tres sympa bien placer,,Mai 2022,Commentaire envoyé le 16 mai 2022
92,Adeline,9.0,France,Fabuleux,Le cadre la thématique,Le sèche cheveux,Mai 2022,Commentaire envoyé le 10 mai 2022
93,Krystel-sophie,8.0,France,Très bon séjour,"L'hôtel est très bien placé, avec une très bonne thématique. Le personnel est très gentil. La consogne est accessible facilement et proche de l'entrée de l'hôtel. On peux se pré enregistrer sur le site de DisneyLand avec les informations de sa chambre fourni par booking, ce qui permet d'avoir facilement ces magic Pass et de gagner du temps sur sa journée à DLP. La chambre est spacieuse, les lits très agréable. La salle de bain est bien, serviette, et gel douche fourni.","Les chambres ne sont pas très bien insonorisées,et les rideaux des fenêtres ne se fermaient pas complètement.",Mars 2022,Commentaire envoyé le 9 mai 2022
94,Laetitia,9.0,Belgique,Fabuleux,"Hotel parfait, accès aux personnages super chouette. Restaurant très bon et prix adaptés",Matelas un peu dur,Avril 2022,Commentaire envoyé le 8 mai 2022
95,Alicia,8.0,Belgique,magique pour mon petit garçon !,"l’accueil, le personnel, la rencontre de Mickey avec mon petit garçon",rien de spécial,Mai 2022,Commentaire envoyé le 5 mai 2022
96,Damien,7.0,France,Un hôtel de passage au prix d'un palace (c'est la magie de Disney !),"la proximité avec le parc Disneyland Paris, le service de navette, le petit déjeuner bien achalandé","Confort juste suffisant, les chambres petites, décoration inexistante, elles ne valent absolument leur prix. Très très cher pour un 2 étoiles.",Avril 2022,Commentaire envoyé le 28 avril 2022
97,Camille,7.0,France,Je recommande même si le prix d’une nuit hors séjour est excessivement chère !,L’accueil. Et la chambre était très spacieuse et agréable.,Il faudrait vraiment rafraîchir les peintures dans les couloirs. Même dans les chambres.  L’un des lit grinçait énormément. Et dans la salle de bain la tirette pour passer en douche ou en bain était cassée. Ça a dû être constaté par un employé puisque cette tirette était posée sur le côté,Avril 2022,Commentaire envoyé le 28 avril 2022
98,Corinne,9.0,France,Fabuleux,Bon rapport qualité prix Emplacement Calme,,Mars 2022,Commentaire envoyé le 24 avril 2022
99,Emmanuelle,8.0,France,Très bien,Le petit déjeuner.  L’hôtel Disney tout simplement !,"quand nous sommes arrivées dans la chambre, le ménage n’avait pas été correctement fait : la moquette était sale et avec des bourrés, et il restait des taches sur les toilettes et sur le lavabo. Dommage quand on paie la chambre aussi cher ! heureusement quelqu’un est passé pour nettoyer au bout de 30 minutes.",Mars 2022,Commentaire envoyé le 23 avril 2022
100,Linda56&,8.0,France,Très bien,La qualité du matelas trop bien dormi,Un peu vieillot,Mars 2022,Commentaire envoyé le 20 avril 2022
101,Magalie,7.0,France,Hôtel pratique,"La proximité avec le parc, le personnel à l accueil, la décoration au theme de Cars, le.confort de.la literie.","La propreté des toilettes, les boissons chaudes des distributeurs non disponibles dans chaque bloc, le bruit dans les couloirs et donc le manque d insonorisation.Le rapport qualité prix.",Février 2022,Commentaire envoyé le 19 avril 2022
102,Stéphanie,9.0,Belgique,le bonheur,"l’excellent rapport qualité/prix, la proximité du parc, le starbuck dans l’hôtel, le côté convivial de l’hôtel, les parkings proches de la chambre. j’étais septique avant mon arrivée car j’ai fait tous les hôtels disney et je suis conquise. chambre super bien thématisée et literie confortable. un sans faute pour nous et mention spéciale au personnel d’une gentillesse incroyable 👌 on reviendra.",,Avril 2022,Commentaire envoyé le 18 avril 2022
103,Mélodie,8.0,France,Très bien,,"Rideau de douche beaucoup trop grand, couette de lit trop petite. Moisissures sur le plafond de la salle de bain",Avril 2022,Commentaire envoyé le 14 avril 2022
104,Stéphanie,9.0,Belgique,le bonheur d’avoir pu être sur le parc le jour des 30 ans reposé et heureux de notre chambre,"le côté convivial, le fait qu’il soit proche du parc, le parking facile et proche des installations, la gentillesse du personnel. le starbuck ds l’hôtel est un plus et les navettes.",le bar et le restaurant trop réfectoire et bruyant.,Avril 2022,Commentaire envoyé le 12 avril 2022
105,Marion,8.0,Belgique,Très bien,"Chambre d'hôtel propre, les lits sont confortables, le nécessaire est présent dans la chambre.  Le buffet à volonté La Cantina super! Je recommande!",,Mars 2022,Commentaire envoyé le 8 avril 2022
106,Renaud,8.0,Belgique,Hôtel correct avec un personnel très serviable,La réactivité du personnel,Un mini frigo dans les chambres serait le bienvenu,Avril 2022,Commentaire envoyé le 8 avril 2022
107,Sondos,8.0,Suisse,"Super séjour, mes enfants ont adoré l’hôtel",,Indication de la navette de retour pas claire.,Mars 2022,Commentaire envoyé le 7 avril 2022
108,Slimani,9.0,France,Super séjour,"La chambre était impeccable, salle de bain propre et lit super confortable Le service de bagagerie est génial !",,Avril 2022,Commentaire envoyé le 7 avril 2022
109,Nivelle,8.0,France,Très bien,"Pour le prix c'est parfait, le parc est accessible à pieds au travers une balade très agréable ! Le personnel rst très aimable et professionnel.",,Mars 2022,Commentaire envoyé le 6 avril 2022
110,Celine,7.0,France,Parfait pour Disney.,La situation et le personnel,Chambre à 2 lits double pour 2 personnes.,Mars 2022,Commentaire envoyé le 4 avril 2022
111,Julie,8.0,France,Séjour à Disneyland,"Facile d'accès, proche du parc, check-in rapide.","Manque d. Équipement, type bouilloire. Les rideaux ne se tire pas bien (fenêtre d'angle) du coup il y avait du jour.",Mars 2022,Commentaire envoyé le 31 mars 2022
112,Cécile,8.0,France,magie,le décor Cars. Notre fils étant fan de Cars c’était le meilleur endroit pour lui.,Le manque de politesse et de sympathie du personnel malheureusement. ils ne sont pas tous comme ça mais la plupart ne sourit pas et sont très froid.,Mars 2022,Commentaire envoyé le 31 mars 2022
113,Tiphanie,8.0,France,Très bien,Belle chambre sur le thème cars  salle de bain très propre avec baignoire,Lit un petit peu dure et quelques toiles d'araignées,Mars 2022,Commentaire envoyé le 30 mars 2022
114,Marion,8.0,France,Très bien,Bonne literie Propre Bien situé Chambre assez grande,Pas de savon pour les mains ni de balai WC.  Couettes pas assez chaudes. TV à fond à notre arrivée,Mars 2022,Commentaire envoyé le 30 mars 2022
115,Helene,8.0,France,Séjour parfait,"Hôtel calme ,propre et confortable",,Mars 2022,Commentaire envoyé le 30 mars 2022
116,Feriel,7.0,Tunisie,Bien,Le concepte et theme de l hotel,Le tapis de la chambre.,Mars 2022,Commentaire envoyé le 29 mars 2022
117,Juline,8.0,France,bon hôtel Disney!,accueil,,Mars 2022,Commentaire envoyé le 28 mars 2022
118,Aurélie,8.0,France,Très bien,Personnel très sympathique ! Déco sur le thème de Cars.,Literie un peu trop ferme pour moi.,Mars 2022,Commentaire envoyé le 28 mars 2022
119,Christiane,7.0,France,Sympa,Chambre pmr très spacieuse et très propre Navette pour se rendre au parc disneyland,"Manque d équipement d'à sles chambre comme une bouilloire, un petit assortiment avec café, thé ou eau Et surtout manque un petit snack pour manger des sandwichs chauds ou pizza Seul proposé resto a volonté",Mars 2022,Commentaire envoyé le 27 mars 2022
120,Jonathan000,7.0,France,Correct mais attention à vos billets,"Navettes vers Disney gratuites et fréquentes, déco de la chambre sur le thème Cars correcte","Matelas à ressort passable. Grosse erreur à la réception qui nous a donné nos Magic Pass sans billet d'entrée pour Disney ! Nous avions en effet fait une réservation Booking + une réservation hôtel/billets via le site Disney, résultat 30min de perdues aux aurores à parlementer à l'accueil du parc !",Mars 2022,Commentaire envoyé le 27 mars 2022
121,Nicolas,8.0,France,Bel hôtel dépaysant près de Disneyland,"Cadre complètement dépaysant dès l’arrivée ! Les lieux sont propres, calmes, les bâtiments jolis.","Chambre un tout petit peu défraîchie… quelques taches sur la moquette, petites fissures sur les murs mais sans doute dû à la chaleur du désert, ampoule au niveau du miroir salle de bains à changer, bouche de VMC qui mérite un coup d’aspirateur…",Mars 2022,Commentaire envoyé le 27 mars 2022
